recession_id,start_date,end_date,duration_months,name,primary_causes,gdp_decline_percent,peak_unemployment_rate,notable_policy_responses
6083,1889-08-26,1891-04-30,20,Late 1889s Stagflation Period,Banking system failure; Inflation spike,3.1,20.9,Fiscal stimulus package
6084,2009-02-08,2011-10-15,32,Mid 2009s Market Crash,Inflation spike; Credit crunch; Financial market contagion,1.4,23.9,Capital controls
6085,1867-09-15,1868-04-06,7,Early 1867s Commodity Crash,War or conflict,1.8,12.1,Bank bailouts
6086,1835-04-08,1837-09-05,29,Early 1835s Supply Shock,Asset bubble burst; Natural disasters,24.2,8.6,Mortgage relief; Increased government spending
6087,1995-01-25,1996-11-11,22,Late 1995s Regional Recession,Technological disruption; Natural disasters,12.5,20.2,Unemployment benefit extensions; Interest rate cuts
6088,1993-10-28,1994-11-17,13,Early 1993s Monetary Crisis,Market speculation,27.5,4.6,Business loan programs; Unemployment benefit extensions
6089,2018-08-11,2020-01-30,17,Late 2018s Market Crash,Credit crunch,19.4,19.5,Increased government spending
6090,2004-07-03,2006-01-04,18,Late 2004s Tech Bubble,Energy crisis; Technological disruption,18.4,13.9,Tax cuts; Increased government spending
6091,1929-01-30,1930-03-15,14,Early 1929s Banking Crisis,Pandemic outbreak,21.5,24.2,Regulatory reforms; Trade policy adjustments
6092,1819-01-04,1821-09-10,32,Mid 1819s Financial Crisis,Energy crisis; Consumer confidence collapse; Trade restrictions,20.7,10.0,Unemployment benefit extensions
6093,1980-03-01,1981-01-14,10,Late 1980s Deflationary Spiral,Regulatory changes,0.7,22.9,Tax cuts; Mortgage relief; Business loan programs
6094,2002-08-20,2003-08-14,12,Early 2002s Regional Recession,Pandemic outbreak; Regulatory changes,13.5,10.1,Business loan programs
6095,1894-11-14,1895-09-14,10,Mid 1894s Banking Crisis,Currency devaluation,4.6,24.2,Business loan programs; Debt restructuring; Mortgage relief
6096,1827-01-22,1828-06-28,17,Early 1827s Stagflation Period,Consumer confidence collapse; Energy crisis; Fiscal policy contraction,4.0,14.4,Trade policy adjustments; Increased government spending; Interest rate cuts
6097,1814-03-20,1814-05-19,2,Mid 1814s Industrial Decline,Financial market contagion; Excessive debt accumulation; Monetary policy tightening,28.9,7.3,Quantitative easing; Trade policy adjustments; Infrastructure investment
6098,1987-12-06,1988-06-16,6,Mid 1987s Market Crash,Political instability; Consumer confidence collapse; Natural disasters,0.7,14.2,Infrastructure investment; Interest rate cuts
6099,1974-09-22,1977-04-11,31,Late 1974s Commodity Crash,Banking system failure; Natural disasters; Financial market contagion,6.1,17.0,Infrastructure investment; Unemployment benefit extensions
6100,1837-12-05,1839-11-08,23,Late 1837s Debt Crisis,Political instability; Natural disasters; War or conflict,15.9,21.3,Regulatory reforms; Fiscal stimulus package
6101,1966-05-08,1968-09-23,28,Late 1966s Regional Recession,Fiscal policy contraction,17.8,17.6,Regulatory reforms; Currency intervention
6102,1849-03-19,1850-11-22,20,Early 1849s Trade War Recession,Currency devaluation,20.8,13.0,Increased government spending; Currency intervention
6103,1859-02-13,1861-09-07,31,Mid 1859s Financial Crisis,Consumer confidence collapse,26.9,7.9,International financial assistance
6104,1973-07-27,1974-06-13,11,Early 1973s Structural Recession,Credit crunch,10.0,12.9,Interest rate cuts; Nationalization of key industries; Infrastructure investment
6105,1841-07-24,1842-09-14,14,Mid 1841s Debt Crisis,Pandemic outbreak,17.2,15.4,Nationalization of key industries; Trade policy adjustments; Tax cuts
6106,2002-02-04,2003-11-05,21,Late 2002s Financial Crisis,Market speculation,29.1,3.4,Nationalization of key industries; Increased government spending; Unemployment benefit extensions
6107,2002-11-27,2003-08-30,9,Mid 2002s Structural Recession,Monetary policy tightening,4.1,20.3,Tax cuts
6108,2009-12-28,2010-05-15,5,Late 2009s Banking Crisis,Market speculation; Energy crisis,19.1,3.0,Fiscal stimulus package; Nationalization of key industries
6109,1888-01-10,1888-04-27,3,Late 1888s Stagflation Period,Fiscal policy contraction,3.6,16.2,Infrastructure investment
6110,1957-08-20,1959-03-07,19,Late 1957s Market Crash,Pandemic outbreak; Trade restrictions,10.6,24.6,Trade policy adjustments
6111,1806-04-12,1807-09-03,17,Early 1806s Trade War Recession,Technological disruption,26.6,20.3,Direct payments to citizens; Nationalization of key industries; International financial assistance
6112,1978-11-26,1979-03-03,4,Mid 1978s Debt Crisis,Fiscal policy contraction; Market speculation; War or conflict,3.4,10.8,Fiscal stimulus package; Infrastructure investment
6113,2022-06-25,2023-04-11,10,Early 2022s Demand Shock,Energy crisis; Market speculation,19.3,6.6,Emergency lending facilities; Debt restructuring; Interest rate cuts
6114,1880-02-12,1882-09-20,31,Late 1880s Global Slowdown,Political instability; Supply chain disruptions; Consumer confidence collapse,17.8,14.4,Quantitative easing; Business loan programs
6115,1971-07-13,1973-11-04,28,Early 1971s Deflationary Spiral,Regulatory changes; Energy crisis; Political instability,0.8,15.1,Business loan programs
6116,1950-08-27,1952-12-11,28,Mid 1950s Currency Crisis,Excessive debt accumulation; Trade restrictions; Consumer confidence collapse,29.8,19.3,Infrastructure investment; Regulatory reforms
6117,1926-12-17,1927-11-07,11,Late 1926s Trade War Recession,Trade restrictions; Currency devaluation,10.2,7.6,Tax cuts; Currency intervention
6118,1915-10-07,1917-10-17,24,Early 1915s Economic Downturn,Monetary policy tightening,0.5,18.4,Unemployment benefit extensions; Nationalization of key industries; Capital controls
6119,1979-07-30,1981-07-31,24,Late 1979s Housing Bubble,Technological disruption; Currency devaluation; Pandemic outbreak,5.1,6.7,Capital controls
6120,2021-10-23,2024-03-23,29,Mid 2021s Regional Recession,Trade restrictions,2.7,16.9,Trade policy adjustments; Mortgage relief; Infrastructure investment
6121,1954-05-26,1956-07-23,26,Late 1954s Monetary Crisis,Inflation spike,3.8,10.1,Regulatory reforms; Price controls
6122,1886-06-28,1888-07-04,25,Late 1886s Tech Bubble,Fiscal policy contraction,6.9,6.9,Increased government spending; Debt restructuring; Trade policy adjustments
6123,1874-09-24,1876-02-03,17,Early 1874s Debt Crisis,Monetary policy tightening; Credit crunch,28.0,9.8,Nationalization of key industries; Capital controls
6124,1924-08-08,1926-08-17,24,Early 1924s Supply Shock,Excessive debt accumulation,12.7,18.6,Nationalization of key industries; Direct payments to citizens
6125,1919-05-01,1919-12-25,7,Mid 1919s Housing Bubble,Excessive debt accumulation; Credit crunch,29.1,24.7,Business loan programs; Emergency lending facilities
6126,1843-04-07,1844-10-02,18,Early 1843s Economic Downturn,Natural disasters; Monetary policy tightening,22.6,3.6,Quantitative easing; Capital controls; Mortgage relief
6127,2017-05-27,2017-10-20,5,Late 2017s Structural Recession,Pandemic outbreak; Fiscal policy contraction,9.6,8.6,Tax cuts; Capital controls
6128,1835-02-24,1836-07-23,17,Mid 1835s Demand Shock,Consumer confidence collapse,19.9,23.9,International financial assistance; Business loan programs; Interest rate cuts
6129,1955-09-30,1958-03-06,30,Mid 1955s Trade War Recession,Pandemic outbreak,1.9,19.0,Trade policy adjustments; Mortgage relief
6130,1933-09-05,1935-07-19,22,Early 1933s Tech Bubble,Excessive debt accumulation,21.5,22.6,Currency intervention; Bank bailouts
6131,1957-10-16,1958-10-25,12,Mid 1957s Debt Crisis,Financial market contagion,13.0,13.9,Business loan programs; International financial assistance; Increased government spending
6132,1804-04-12,1806-03-24,23,Late 1804s Commodity Crash,Financial market contagion; Regulatory changes; Market speculation,18.3,13.1,Currency intervention; Emergency lending facilities
6133,1894-04-09,1895-04-01,12,Mid 1894s Currency Crisis,Inflation spike; Political instability; Credit crunch,29.7,3.3,Bank bailouts; Capital controls
6134,1854-12-02,1857-07-04,31,Late 1854s Market Crash,Political instability; Pandemic outbreak; Banking system failure,16.9,18.9,International financial assistance; Fiscal stimulus package
6135,1945-11-12,1947-12-11,25,Late 1945s Global Slowdown,War or conflict,4.0,23.7,Capital controls; Price controls
6136,1965-12-31,1966-03-27,3,Late 1965s Commodity Crash,Consumer confidence collapse,5.0,10.1,Capital controls; Infrastructure investment
6137,1957-12-13,1959-03-25,15,Late 1957s Industrial Decline,Natural disasters; Political instability; Market speculation,28.4,20.8,Fiscal stimulus package; Tax cuts; International financial assistance
6138,1944-05-29,1945-06-09,13,Mid 1944s Demand Shock,Natural disasters; Inflation spike,1.4,24.1,Regulatory reforms; Debt restructuring; Infrastructure investment
6139,2010-06-14,2012-01-14,19,Mid 2010s Industrial Decline,Currency devaluation; Technological disruption; Energy crisis,19.2,7.1,Regulatory reforms; Debt restructuring
6140,1998-09-23,2000-06-22,21,Early 1998s Industrial Decline,Political instability,4.1,16.6,Tax cuts
6141,2017-07-31,2018-07-26,12,Mid 2017s Deflationary Spiral,Financial market contagion; War or conflict,17.1,8.6,Business loan programs; Regulatory reforms
6142,1881-05-31,1882-12-16,19,Mid 1881s Financial Crisis,Regulatory changes; Supply chain disruptions; Asset bubble burst,4.1,9.9,Price controls
6143,1959-04-14,1959-06-28,2,Late 1959s Supply Shock,Technological disruption; Excessive debt accumulation,1.8,8.5,International financial assistance
6144,2013-04-25,2015-04-12,24,Early 2013s Commodity Crash,Currency devaluation,12.6,21.9,Capital controls; Price controls
6145,1837-04-01,1839-03-01,23,Mid 1837s Global Slowdown,Fiscal policy contraction; Credit crunch; Currency devaluation,27.1,20.1,Business loan programs; Capital controls; Regulatory reforms
6146,1839-10-05,1841-12-15,26,Late 1839s Debt Crisis,Inflation spike,2.9,8.5,Business loan programs
6147,1933-11-28,1936-05-17,30,Mid 1933s Industrial Decline,Regulatory changes; Natural disasters,23.6,9.7,Increased government spending
6148,1885-03-25,1886-11-10,20,Late 1885s Structural Recession,Banking system failure; Technological disruption; Natural disasters,24.6,15.1,Quantitative easing
6149,1850-02-24,1851-10-03,20,Early 1850s Commodity Crash,Regulatory changes,24.1,22.4,Trade policy adjustments; Mortgage relief
6150,1957-11-17,1960-02-24,27,Late 1957s Deflationary Spiral,Inflation spike,9.2,22.6,Increased government spending; Tax cuts; Debt restructuring
6151,1980-01-18,1981-08-23,19,Late 1980s Supply Shock,Asset bubble burst; Political instability,14.4,23.7,Bank bailouts; Infrastructure investment; Mortgage relief
6152,1906-08-03,1908-10-16,26,Late 1906s Regional Recession,Trade restrictions; Financial market contagion; Consumer confidence collapse,14.9,17.5,Direct payments to citizens; Tax cuts
6153,2004-09-29,2004-12-07,3,Early 2004s Fiscal Crisis,Asset bubble burst; Monetary policy tightening; Energy crisis,1.9,18.8,Tax cuts; Trade policy adjustments; Capital controls
6154,1936-03-05,1937-06-22,15,Mid 1936s Trade War Recession,Consumer confidence collapse; Inflation spike,10.1,11.2,Debt restructuring; Business loan programs; Quantitative easing
6155,1815-12-09,1816-09-22,9,Mid 1815s Banking Crisis,Banking system failure; Fiscal policy contraction,10.6,12.2,Business loan programs
6156,2014-05-04,2016-09-26,28,Early 2014s Stagflation Period,Market speculation,25.2,20.0,Capital controls; Mortgage relief
6157,1911-12-13,1912-12-08,12,Mid 1911s Economic Downturn,Credit crunch; Banking system failure; Energy crisis,27.9,15.2,Emergency lending facilities; Trade policy adjustments; Direct payments to citizens
6158,1996-10-27,1997-11-01,13,Early 1996s Regional Recession,Excessive debt accumulation; Asset bubble burst; Energy crisis,7.8,8.0,Tax cuts; Fiscal stimulus package
6159,1943-01-17,1945-07-24,30,Late 1943s Economic Downturn,Credit crunch; Monetary policy tightening; Currency devaluation,25.1,12.7,Bank bailouts; Interest rate cuts
6160,1846-08-18,1848-08-22,24,Early 1846s Banking Crisis,Fiscal policy contraction,1.9,22.0,Increased government spending
6161,1809-03-31,1809-07-03,4,Mid 1809s Banking Crisis,Inflation spike; Excessive debt accumulation,17.0,20.0,Direct payments to citizens; Nationalization of key industries
6162,1888-01-21,1889-03-21,14,Mid 1888s Market Crash,Credit crunch; Financial market contagion; Natural disasters,4.8,21.6,Emergency lending facilities
6163,1946-04-22,1948-08-19,28,Early 1946s Monetary Crisis,Monetary policy tightening; Technological disruption,10.4,8.7,Capital controls
6164,1863-05-10,1863-11-22,6,Early 1863s Financial Crisis,Currency devaluation; Excessive debt accumulation; Asset bubble burst,4.6,13.6,Interest rate cuts; Emergency lending facilities
6165,1851-05-28,1852-09-12,16,Mid 1851s Market Crash,Pandemic outbreak; Asset bubble burst; Monetary policy tightening,5.4,15.0,Bank bailouts
6166,1953-02-27,1955-02-28,24,Early 1953s Structural Recession,Excessive debt accumulation,19.3,18.1,Bank bailouts; Regulatory reforms; International financial assistance
6167,1918-11-30,1921-06-27,31,Late 1918s Fiscal Crisis,Inflation spike,15.2,20.7,Currency intervention; Fiscal stimulus package; Interest rate cuts
6168,1942-06-14,1943-09-18,15,Mid 1942s Monetary Crisis,Technological disruption; Inflation spike; Fiscal policy contraction,5.2,15.2,Infrastructure investment; Unemployment benefit extensions
6169,1817-06-27,1818-07-04,13,Early 1817s Banking Crisis,Political instability,18.6,8.1,Interest rate cuts; Unemployment benefit extensions
6170,1906-11-25,1907-10-07,11,Mid 1906s Tech Bubble,Currency devaluation,17.6,19.1,Currency intervention; Direct payments to citizens
6171,1963-03-08,1965-03-08,24,Late 1963s Market Crash,Currency devaluation; Credit crunch,5.4,9.8,Interest rate cuts; Quantitative easing; Mortgage relief
6172,1863-03-01,1864-05-01,14,Early 1863s Banking Crisis,Monetary policy tightening; Asset bubble burst,20.6,5.1,Quantitative easing
6173,1936-12-29,1939-08-23,32,Late 1936s Trade War Recession,Monetary policy tightening; War or conflict; Natural disasters,29.4,15.5,Direct payments to citizens
6174,1830-08-04,1831-04-16,8,Early 1830s Debt Crisis,Market speculation; Fiscal policy contraction; War or conflict,24.1,19.8,Emergency lending facilities; Capital controls
6175,1807-05-26,1808-07-31,14,Mid 1807s Banking Crisis,Consumer confidence collapse; Fiscal policy contraction,25.1,18.7,Quantitative easing
6176,1872-04-08,1874-01-23,21,Early 1872s Debt Crisis,Natural disasters; Monetary policy tightening; Regulatory changes,20.0,7.0,Bank bailouts; Infrastructure investment; Price controls
6177,1830-09-12,1831-09-23,12,Late 1830s Tech Bubble,War or conflict; Monetary policy tightening,24.2,13.3,Business loan programs; Capital controls
6178,1801-05-18,1803-11-15,30,Mid 1801s Tech Bubble,Credit crunch; Regulatory changes,27.5,15.2,Regulatory reforms; Debt restructuring; Quantitative easing
6179,1855-06-06,1855-10-20,4,Early 1855s Stagflation Period,Market speculation; Monetary policy tightening,0.3,8.2,Capital controls; Unemployment benefit extensions
6180,1861-07-01,1862-09-16,14,Mid 1861s Supply Shock,Natural disasters; Currency devaluation,25.2,24.7,Mortgage relief; Infrastructure investment
6181,1906-03-04,1908-01-01,22,Late 1906s Financial Crisis,Regulatory changes; Asset bubble burst,28.7,13.7,Currency intervention
6182,1962-12-05,1963-04-21,4,Early 1962s Deflationary Spiral,Pandemic outbreak; Trade restrictions; Asset bubble burst,5.1,23.8,Unemployment benefit extensions; Emergency lending facilities
6183,1942-01-20,1944-07-16,30,Late 1942s Monetary Crisis,Supply chain disruptions,14.4,7.3,Nationalization of key industries; Interest rate cuts; Trade policy adjustments
6184,2020-08-05,2020-11-28,3,Mid 2020s Banking Crisis,Market speculation; Currency devaluation,29.6,14.3,Direct payments to citizens; Business loan programs; Debt restructuring
6185,2018-10-06,2019-12-06,14,Mid 2018s Tech Bubble,Inflation spike; Market speculation; Banking system failure,15.1,9.7,Bank bailouts
